,Matches,Season,Innings,Hundreds,TotalRuns,NotOuts,BallsFaced,DuckedOut,FiftyRuns,BattingAvg,HighestScore,StrikeRate
0,32.0,2006/07,23.0,2.0,670.0,7.0,833.0,1.0,1.0,41.87,109.0,80.43
1,31.0,2002/03,31.0,5.0,1134.0,4.0,1505.0,2.0,4.0,42.0,124.0,75.34
2,31.0,2002/03,30.0,2.0,912.0,6.0,1246.0,1.0,3.0,38.0,103.0,73.19
3,31.0,2005/06,30.0,2.0,1254.0,1.0,1604.0,1.0,10.0,43.24,138.0,78.17
4,30.0,1996/97,27.0,0.0,554.0,7.0,730.0,1.0,2.0,27.7,61.0,75.89
5,30.0,1996/97,21.0,0.0,122.0,6.0,295.0,2.0,0.0,8.13,30.0,41.35
6,30.0,2002/03,25.0,1.0,854.0,7.0,1284.0,0.0,5.0,47.44,109.0,66.51
7,30.0,2002/03,30.0,4.0,1101.0,3.0,1287.0,2.0,4.0,40.77,122.0,85.54
8,30.0,2002/03,25.0,1.0,447.0,4.0,661.0,3.0,1.0,21.28,111.0,67.62
9,30.0,2002/03,30.0,4.0,1098.0,3.0,1142.0,1.0,4.0,40.66,126.0,96.14
10,30.0,2002/03,25.0,0.0,611.0,3.0,823.0,2.0,6.0,27.77,68.0,74.24
11,30.0,2006/07,25.0,0.0,936.0,6.0,1182.0,1.0,8.0,49.26,93.0,79.18
12,30.0,2006/07,30.0,3.0,1005.0,2.0,1092.0,4.0,4.0,35.89,133.0,92.03
13,30.0,2006/07,25.0,0.0,516.0,5.0,528.0,1.0,2.0,25.8,86.0,97.72
14,29.0,1995/96,28.0,2.0,940.0,2.0,1038.0,1.0,4.0,36.15,145.0,90.55
15,29.0,1995/96,28.0,1.0,864.0,0.0,858.0,0.0,5.0,30.85,134.0,100.69
16,29.0,1995/96,27.0,0.0,481.0,0.0,461.0,6.0,3.0,17.81,77.0,104.33
17,29.0,1995/96,26.0,1.0,647.0,8.0,1053.0,4.0,3.0,35.94,100.0,61.44
18,29.0,1996/97,28.0,1.0,990.0,3.0,1311.0,1.0,7.0,39.6,117.0,75.51
19,29.0,2000/01,27.0,1.0,842.0,5.0,978.0,1.0,6.0,38.27,104.0,86.09
20,29.0,2006/07,9.0,0.0,60.0,4.0,71.0,2.0,0.0,12.0,21.0,84.5
21,29.0,2006/07,27.0,0.0,744.0,5.0,915.0,1.0,4.0,33.81,87.0,81.31
22,29.0,2006/07,8.0,0.0,11.0,6.0,23.0,1.0,0.0,5.5,5.0,47.82
23,28.0,1995/96,27.0,0.0,871.0,0.0,1337.0,1.0,6.0,32.25,87.0,65.14
24,28.0,1996/97,25.0,1.0,526.0,0.0,440.0,2.0,3.0,21.04,102.0,119.54
25,28.0,2000/01,24.0,0.0,478.0,7.0,710.0,1.0,2.0,28.11,56.0,67.32
26,28.0,2002/03,23.0,0.0,485.0,6.0,780.0,2.0,3.0,28.52,60.0,62.17
27,28.0,2002/03,26.0,4.0,913.0,4.0,1123.0,3.0,3.0,41.5,117.0,81.3
28,28.0,2002/03,22.0,0.0,195.0,7.0,327.0,2.0,0.0,13.0,28.0,59.63
29,28.0,2005/06,27.0,0.0,730.0,4.0,854.0,1.0,4.0,31.73,82.0,85.48
30,28.0,2006/07,26.0,3.0,1185.0,3.0,1330.0,1.0,10.0,51.52,113.0,89.09
31,28.0,2006/07,19.0,0.0,241.0,5.0,309.0,1.0,1.0,17.21,79.0,77.99
32,27.0,1992/93,20.0,0.0,227.0,5.0,336.0,2.0,0.0,15.13,39.0,67.55
33,27.0,1992/93,16.0,0.0,145.0,6.0,180.0,3.0,0.0,14.5,37.0,80.55
34,27.0,1992/93,24.0,0.0,314.0,3.0,383.0,4.0,0.0,14.95,39.0,81.98
35,27.0,1995/96,18.0,0.0,233.0,7.0,376.0,0.0,1.0,21.18,51.0,61.96
36,27.0,1995/96,23.0,1.0,721.0,4.0,1197.0,2.0,6.0,37.94,101.0,60.23
37,27.0,1996/97,23.0,0.0,792.0,8.0,985.0,1.0,7.0,52.8,87.0,80.4
38,27.0,2000/01,27.0,1.0,997.0,2.0,1229.0,1.0,8.0,39.88,120.0,81.12
39,27.0,2000/01,23.0,0.0,516.0,8.0,590.0,0.0,2.0,34.4,79.0,87.45
40,27.0,2001/02,19.0,0.0,437.0,7.0,455.0,1.0,4.0,36.41,58.0,96.04
41,27.0,2001/02,17.0,0.0,194.0,6.0,199.0,3.0,1.0,17.63,69.0,97.48
42,27.0,2001/02,23.0,1.0,873.0,8.0,932.0,2.0,8.0,58.2,107.0,93.66
43,27.0,2002/03,24.0,0.0,477.0,3.0,691.0,3.0,3.0,22.71,77.0,69.03
44,27.0,2005/06,26.0,0.0,764.0,1.0,937.0,1.0,8.0,30.56,86.0,81.53
45,27.0,2006/07,26.0,2.0,853.0,2.0,1126.0,3.0,6.0,35.54,106.0,75.75
46,26.0,1991/92,25.0,0.0,354.0,7.0,446.0,1.0,0.0,19.66,42.0,79.37
47,26.0,1991/92,16.0,0.0,110.0,5.0,179.0,2.0,0.0,10.0,19.0,61.45
48,26.0,1991/92,25.0,2.0,677.0,3.0,1117.0,0.0,3.0,30.77,122.0,60.6
49,26.0,1991/92,25.0,0.0,885.0,4.0,1193.0,1.0,9.0,42.14,84.0,74.18
50,26.0,1992/93,26.0,1.0,739.0,1.0,1262.0,3.0,5.0,29.56,109.0,58.55
51,26.0,1996/97,25.0,2.0,1142.0,4.0,1568.0,2.0,9.0,54.38,124.0,72.83
52,26.0,1996/97,3.0,0.0,6.0,0.0,10.0,2.0,0.0,2.0,6.0,60.0
53,26.0,1996/97,24.0,1.0,753.0,7.0,885.0,1.0,5.0,44.29,121.0,85.08
54,26.0,1996/97,15.0,0.0,123.0,7.0,172.0,1.0,0.0,15.37,43.0,71.51
55,26.0,1996/97,23.0,0.0,286.0,3.0,327.0,2.0,2.0,14.3,66.0,87.46
56,26.0,1999/00,26.0,1.0,886.0,2.0,1376.0,0.0,5.0,36.91,153.0,64.38
57,26.0,1999/00,22.0,0.0,482.0,4.0,700.0,0.0,2.0,26.77,51.0,68.85
58,26.0,2000/01,22.0,0.0,664.0,5.0,863.0,2.0,6.0,39.05,78.0,76.94
59,26.0,2000/01,26.0,4.0,1132.0,2.0,1483.0,1.0,4.0,47.16,124.0,76.33
60,26.0,2000/01,26.0,1.0,893.0,2.0,1352.0,2.0,5.0,37.2,119.0,66.05
61,26.0,2000/01,24.0,3.0,927.0,3.0,1160.0,0.0,3.0,44.14,128.0,79.91
62,26.0,2000/01,10.0,0.0,39.0,4.0,53.0,2.0,0.0,6.5,13.0,73.58
63,26.0,2000/01,26.0,0.0,446.0,2.0,712.0,1.0,0.0,18.58,36.0,62.64
64,26.0,2001/02,26.0,1.0,853.0,0.0,1013.0,3.0,3.0,32.8,125.0,84.2
65,26.0,2005/06,13.0,0.0,69.0,3.0,91.0,2.0,0.0,6.9,27.0,75.82
66,26.0,2006/07,18.0,1.0,609.0,2.0,532.0,2.0,4.0,38.06,147.0,114.47
67,26.0,2006/07,26.0,3.0,1058.0,5.0,1515.0,1.0,8.0,50.38,149.0,69.83
68,26.0,2006/07,25.0,0.0,730.0,2.0,1005.0,1.0,5.0,31.73,83.0,72.63
69,26.0,2006/07,26.0,1.0,805.0,1.0,843.0,1.0,5.0,32.2,149.0,95.49
70,26.0,2006/07,25.0,5.0,1368.0,3.0,1560.0,1.0,4.0,62.18,181.0,87.69
71,26.0,2006/07,25.0,3.0,901.0,3.0,878.0,1.0,4.0,40.95,115.0,102.61
72,26.0,2006/07,25.0,1.0,816.0,4.0,1023.0,2.0,4.0,38.85,115.0,79.76
73,26.0,2006/07,22.0,2.0,1010.0,6.0,1286.0,1.0,6.0,63.12,128.0,78.53
74,26.0,2006/07,24.0,1.0,609.0,6.0,798.0,1.0,4.0,33.83,100.0,76.31
75,26.0,2006/07,24.0,1.0,852.0,2.0,1098.0,3.0,7.0,38.72,110.0,77.59
76,26.0,2009/10,26.0,2.0,1139.0,2.0,1403.0,2.0,10.0,47.45,111.0,81.18
77,26.0,2009/10,24.0,1.0,861.0,3.0,1103.0,1.0,8.0,41.0,105.0,78.05
78,26.0,2014/15,25.0,5.0,1324.0,1.0,1485.0,2.0,5.0,55.16,161.0,89.15
79,26.0,2014/15,20.0,1.0,646.0,3.0,530.0,3.0,2.0,38.0,170.0,121.88
80,25.0,1991/92,16.0,0.0,118.0,4.0,154.0,2.0,0.0,9.83,24.0,76.62
81,25.0,1991/92,24.0,0.0,566.0,3.0,757.0,3.0,4.0,26.95,93.0,74.76
82,25.0,1991/92,25.0,0.0,850.0,2.0,1207.0,2.0,8.0,36.95,88.0,70.42
83,25.0,1992/93,24.0,1.0,683.0,3.0,1206.0,2.0,3.0,32.52,107.0,56.63
84,25.0,1997/98,22.0,1.0,907.0,7.0,1166.0,0.0,6.0,60.46,101.0,77.78
85,25.0,1997/98,24.0,2.0,689.0,3.0,861.0,1.0,2.0,32.8,118.0,80.02
86,25.0,1998/99,24.0,1.0,719.0,6.0,1027.0,1.0,4.0,39.94,103.0,70.0
87,25.0,1999/00,25.0,5.0,1215.0,2.0,1434.0,0.0,4.0,52.82,153.0,84.72
88,25.0,2000/01,25.0,1.0,912.0,4.0,1411.0,3.0,9.0,43.42,102.0,64.63
89,25.0,2000/01,23.0,0.0,555.0,1.0,841.0,4.0,4.0,25.22,85.0,65.99
90,25.0,2000/01,25.0,3.0,1032.0,0.0,1130.0,2.0,5.0,41.28,189.0,91.32
91,25.0,2000/01,12.0,0.0,125.0,6.0,113.0,0.0,0.0,20.83,32.0,110.61
92,25.0,2002/03,23.0,0.0,617.0,2.0,779.0,4.0,5.0,29.38,92.0,79.2
93,25.0,2002/03,11.0,0.0,40.0,4.0,66.0,3.0,0.0,5.71,13.0,60.6
94,25.0,2002/03,14.0,0.0,39.0,6.0,103.0,3.0,0.0,4.87,15.0,37.86
95,25.0,2005/06,22.0,0.0,707.0,6.0,858.0,0.0,7.0,44.18,82.0,82.4
96,25.0,2005/06,25.0,1.0,996.0,5.0,1307.0,0.0,9.0,49.8,103.0,76.2
97,25.0,2005/06,21.0,0.0,769.0,9.0,782.0,1.0,6.0,64.08,88.0,98.33
98,25.0,2006/07,13.0,0.0,81.0,5.0,119.0,2.0,0.0,10.12,21.0,68.06
99,25.0,2006/07,25.0,0.0,679.0,2.0,712.0,1.0,6.0,29.52,92.0,95.36
100,25.0,2006/07,20.0,1.0,408.0,4.0,526.0,1.0,0.0,25.5,112.0,77.56
101,25.0,2006/07,21.0,0.0,417.0,2.0,654.0,3.0,2.0,21.94,78.0,63.76
102,25.0,2006/07,18.0,0.0,227.0,7.0,288.0,1.0,0.0,20.63,37.0,78.81
103,25.0,2006/07,24.0,1.0,777.0,7.0,1132.0,2.0,4.0,45.7,134.0,68.63
104,25.0,2006/07,24.0,2.0,768.0,0.0,1095.0,2.0,5.0,32.0,110.0,70.13
105,25.0,2009/10,12.0,0.0,148.0,8.0,150.0,0.0,1.0,37.0,53.0,98.66
106,25.0,2009/10,23.0,0.0,974.0,6.0,1020.0,0.0,8.0,57.29,81.0,95.49
107,25.0,2014/15,22.0,3.0,813.0,1.0,884.0,1.0,3.0,38.71,118.0,91.96
108,25.0,2014/15,19.0,0.0,273.0,1.0,212.0,3.0,1.0,15.16,54.0,128.77
109,24.0,1987/88,9.0,0.0,11.0,7.0,27.0,2.0,0.0,5.5,5.0,40.74
110,24.0,1991/92,23.0,0.0,474.0,3.0,622.0,2.0,3.0,23.7,77.0,76.2
111,24.0,1991/92,24.0,1.0,772.0,1.0,1140.0,1.0,6.0,33.56,105.0,67.71
112,24.0,1991/92,13.0,0.0,63.0,6.0,94.0,3.0,0.0,9.0,14.0,67.02
113,24.0,1995/96,12.0,0.0,156.0,6.0,202.0,0.0,0.0,26.0,45.0,77.22
114,24.0,1995/96,24.0,0.0,700.0,1.0,1169.0,0.0,6.0,30.43,80.0,59.88
115,24.0,1995/96,21.0,0.0,300.0,5.0,479.0,1.0,0.0,18.75,43.0,62.63
116,24.0,1995/96,22.0,1.0,655.0,5.0,730.0,2.0,2.0,38.52,102.0,89.72
117,24.0,1997/98,23.0,2.0,830.0,3.0,1113.0,1.0,4.0,41.5,153.0,74.57
118,24.0,1997/98,21.0,0.0,514.0,0.0,655.0,3.0,5.0,24.47,71.0,78.47
119,24.0,1997/98,24.0,2.0,790.0,4.0,1100.0,0.0,4.0,39.5,116.0,71.81
120,24.0,1997/98,21.0,0.0,650.0,12.0,918.0,0.0,6.0,72.22,77.0,70.8
121,24.0,1997/98,23.0,2.0,726.0,6.0,1055.0,0.0,4.0,42.7,116.0,68.81
122,24.0,1997/98,22.0,0.0,594.0,1.0,891.0,0.0,4.0,28.28,86.0,66.66
123,24.0,1997/98,23.0,0.0,379.0,4.0,582.0,3.0,1.0,19.94,67.0,65.12
124,24.0,1997/98,23.0,3.0,1035.0,1.0,1038.0,0.0,6.0,47.04,143.0,99.71
125,24.0,1997/98,21.0,0.0,547.0,1.0,665.0,4.0,4.0,27.35,71.0,82.25
126,24.0,1998/99,24.0,2.0,910.0,3.0,1334.0,2.0,8.0,43.33,130.0,68.21
127,24.0,1998/99,17.0,0.0,255.0,8.0,380.0,1.0,1.0,28.33,51.0,67.1
128,24.0,1999/00,17.0,0.0,371.0,5.0,525.0,2.0,3.0,30.91,68.0,70.66
129,24.0,1999/00,23.0,1.0,564.0,10.0,743.0,5.0,3.0,43.38,101.0,75.9
130,24.0,2000/01,23.0,1.0,708.0,1.0,1030.0,1.0,3.0,32.18,119.0,68.73
131,24.0,2000/01,20.0,0.0,252.0,5.0,359.0,4.0,0.0,16.8,49.0,70.19
132,24.0,2000/01,22.0,0.0,338.0,4.0,531.0,1.0,1.0,18.77,84.0,63.65
133,24.0,2000/01,22.0,1.0,863.0,2.0,1081.0,1.0,6.0,43.15,103.0,79.83
134,24.0,2001/02,24.0,1.0,545.0,1.0,847.0,4.0,1.0,23.69,121.0,64.34
135,24.0,2001/02,24.0,1.0,704.0,1.0,995.0,2.0,2.0,30.6,104.0,70.75
136,24.0,2001/02,22.0,1.0,896.0,3.0,1200.0,0.0,6.0,47.15,104.0,74.66
137,24.0,2005/06,22.0,0.0,582.0,7.0,749.0,2.0,4.0,38.8,76.0,77.7
138,24.0,2005/06,23.0,3.0,945.0,7.0,1003.0,0.0,5.0,59.06,107.0,94.21
139,24.0,2006/07,18.0,0.0,440.0,3.0,551.0,0.0,2.0,29.33,58.0,79.85
140,24.0,2006/07,19.0,0.0,287.0,9.0,306.0,0.0,0.0,28.7,45.0,93.79
141,24.0,2006/07,17.0,0.0,269.0,3.0,300.0,2.0,1.0,19.21,51.0,89.66
142,24.0,2006/07,20.0,0.0,529.0,7.0,569.0,0.0,4.0,40.69,69.0,92.97
143,24.0,2011/12,24.0,2.0,839.0,1.0,1014.0,2.0,3.0,36.47,160.0,82.74
144,24.0,2011/12,24.0,2.0,932.0,1.0,1189.0,0.0,6.0,40.52,105.0,78.38
145,24.0,2014/15,23.0,2.0,880.0,2.0,995.0,3.0,4.0,41.9,237.0,88.44
146,24.0,2014/15,23.0,6.0,1390.0,4.0,1487.0,1.0,7.0,73.15,124.0,93.47
147,23.0,1984/85,20.0,1.0,609.0,1.0,998.0,0.0,2.0,32.05,107.0,61.02
148,23.0,1986/87,8.0,0.0,21.0,8.0,42.0,0.0,0.0,0.0,8.0,50.0
149,23.0,1989/90,22.0,0.0,681.0,8.0,911.0,0.0,6.0,48.64,84.0,74.75
150,23.0,1991/92,5.0,0.0,9.0,3.0,53.0,0.0,0.0,4.5,4.0,16.98
151,23.0,1991/92,14.0,0.0,119.0,6.0,133.0,1.0,0.0,14.87,20.0,89.47
152,23.0,1991/92,21.0,1.0,488.0,4.0,592.0,2.0,2.0,28.7,102.0,82.43
153,23.0,1991/92,20.0,0.0,164.0,4.0,154.0,3.0,0.0,10.25,33.0,106.49
154,23.0,1992/93,19.0,0.0,405.0,6.0,609.0,3.0,2.0,31.15,74.0,66.5
155,23.0,1993/94,23.0,1.0,760.0,3.0,1171.0,1.0,3.0,38.0,112.0,64.9
156,23.0,1993/94,10.0,0.0,21.0,4.0,47.0,3.0,0.0,3.5,15.0,44.68
157,23.0,1995/96,23.0,2.0,1003.0,1.0,1255.0,0.0,7.0,45.59,111.0,79.92
158,23.0,1995/96,23.0,3.0,628.0,1.0,864.0,1.0,1.0,28.54,120.0,72.68
159,23.0,1995/96,23.0,1.0,828.0,2.0,1071.0,0.0,6.0,39.42,106.0,77.31
160,23.0,1995/96,19.0,0.0,376.0,4.0,516.0,1.0,2.0,25.06,89.0,72.86
161,23.0,1995/96,20.0,0.0,633.0,2.0,729.0,0.0,5.0,35.16,80.0,86.83
162,23.0,1997/98,23.0,1.0,830.0,1.0,1206.0,1.0,6.0,37.72,104.0,68.82
163,23.0,1997/98,16.0,0.0,223.0,2.0,261.0,2.0,1.0,15.92,59.0,85.44
164,23.0,1997/98,23.0,1.0,688.0,3.0,1008.0,0.0,3.0,34.4,102.0,68.25
165,23.0,1997/98,23.0,0.0,803.0,0.0,991.0,1.0,8.0,34.91,81.0,81.02
166,23.0,1997/98,23.0,2.0,1121.0,0.0,1481.0,1.0,10.0,48.73,112.0,75.69
167,23.0,1997/98,22.0,2.0,999.0,0.0,1400.0,1.0,7.0,45.4,124.0,71.35
168,23.0,1997/98,22.0,2.0,755.0,2.0,859.0,3.0,3.0,37.75,139.0,87.89
169,23.0,1997/98,23.0,1.0,843.0,1.0,1097.0,0.0,4.0,38.31,104.0,76.84
170,23.0,1997/98,23.0,0.0,666.0,3.0,829.0,1.0,6.0,33.3,83.0,80.33
171,23.0,1998/99,23.0,3.0,941.0,0.0,977.0,1.0,2.0,40.91,154.0,96.31
172,23.0,1998/99,19.0,0.0,397.0,6.0,556.0,1.0,2.0,30.53,73.0,71.4
173,23.0,1998/99,23.0,0.0,876.0,1.0,1211.0,0.0,8.0,39.81,85.0,72.33
174,23.0,1999/00,23.0,1.0,726.0,3.0,931.0,2.0,5.0,36.3,111.0,77.98
175,23.0,1999/00,23.0,0.0,677.0,2.0,1003.0,1.0,5.0,32.23,71.0,67.49
176,23.0,1999/00,22.0,0.0,332.0,1.0,449.0,4.0,0.0,15.8,47.0,73.94
177,23.0,2001/02,23.0,0.0,645.0,2.0,1017.0,2.0,2.0,30.71,55.0,63.42
178,23.0,2001/02,23.0,1.0,720.0,2.0,881.0,1.0,4.0,34.28,142.0,81.72
179,23.0,2001/02,6.0,0.0,16.0,3.0,40.0,1.0,0.0,5.33,11.0,40.0
180,23.0,2002/03,23.0,0.0,909.0,4.0,1070.0,0.0,6.0,47.84,98.0,84.95
181,23.0,2002/03,13.0,0.0,92.0,3.0,147.0,3.0,0.0,9.2,34.0,62.58
182,23.0,2002/03,21.0,4.0,770.0,4.0,886.0,0.0,1.0,45.29,140.0,86.9
183,23.0,2005/06,19.0,1.0,847.0,7.0,820.0,1.0,6.0,70.58,183.0,103.29
184,23.0,2005/06,22.0,3.0,871.0,0.0,788.0,3.0,3.0,39.59,122.0,110.53
185,23.0,2005/06,23.0,1.0,888.0,2.0,1304.0,1.0,7.0,42.28,107.0,68.09
186,23.0,2005/06,13.0,0.0,183.0,6.0,218.0,1.0,1.0,26.14,57.0,83.94
187,23.0,2005/06,16.0,0.0,394.0,3.0,406.0,1.0,2.0,30.3,69.0,97.04
188,23.0,2006/07,17.0,0.0,581.0,3.0,679.0,2.0,6.0,41.5,93.0,85.56
189,23.0,2006/07,16.0,1.0,353.0,5.0,523.0,1.0,1.0,32.09,100.0,67.49
190,23.0,2006/07,20.0,0.0,433.0,6.0,589.0,0.0,2.0,30.92,87.0,73.51
191,23.0,2006/07,17.0,0.0,157.0,0.0,164.0,5.0,0.0,9.23,32.0,95.73
192,23.0,2006/07,22.0,0.0,737.0,2.0,723.0,4.0,8.0,36.85,91.0,101.93
193,23.0,2006/07,10.0,0.0,46.0,4.0,71.0,1.0,0.0,7.66,13.0,64.78
194,23.0,2009/10,23.0,2.0,1009.0,2.0,1110.0,2.0,6.0,48.04,136.0,90.9
195,23.0,2010/11,20.0,1.0,679.0,3.0,851.0,0.0,4.0,39.94,131.0,79.78
196,23.0,2011/12,23.0,0.0,735.0,4.0,982.0,1.0,6.0,38.68,92.0,74.84
197,23.0,2011/12,15.0,0.0,46.0,2.0,83.0,2.0,0.0,3.53,11.0,55.42
198,23.0,2014/15,20.0,0.0,494.0,2.0,478.0,2.0,3.0,27.44,81.0,103.34
199,23.0,2014/15,19.0,1.0,770.0,4.0,865.0,1.0,4.0,51.33,139.0,89.01
200,32.0,2006/07,23.0,2.0,670.0,7.0,833.0,1.0,1.0,41.87,109.0,80.43
201,31.0,2002/03,31.0,5.0,1134.0,4.0,1505.0,2.0,4.0,42.0,124.0,75.34
202,31.0,2002/03,30.0,2.0,912.0,6.0,1246.0,1.0,3.0,38.0,103.0,73.19
203,31.0,2005/06,30.0,2.0,1254.0,1.0,1604.0,1.0,10.0,43.24,138.0,78.17
204,30.0,1996/97,27.0,0.0,554.0,7.0,730.0,1.0,2.0,27.7,61.0,75.89
205,30.0,1996/97,21.0,0.0,122.0,6.0,295.0,2.0,0.0,8.13,30.0,41.35
206,30.0,2002/03,25.0,1.0,854.0,7.0,1284.0,0.0,5.0,47.44,109.0,66.51
207,30.0,2002/03,30.0,4.0,1101.0,3.0,1287.0,2.0,4.0,40.77,122.0,85.54
208,30.0,2002/03,25.0,1.0,447.0,4.0,661.0,3.0,1.0,21.28,111.0,67.62
209,30.0,2002/03,30.0,4.0,1098.0,3.0,1142.0,1.0,4.0,40.66,126.0,96.14
210,30.0,2002/03,25.0,0.0,611.0,3.0,823.0,2.0,6.0,27.77,68.0,74.24
211,30.0,2006/07,25.0,0.0,936.0,6.0,1182.0,1.0,8.0,49.26,93.0,79.18
212,30.0,2006/07,30.0,3.0,1005.0,2.0,1092.0,4.0,4.0,35.89,133.0,92.03
213,30.0,2006/07,25.0,0.0,516.0,5.0,528.0,1.0,2.0,25.8,86.0,97.72
214,29.0,1995/96,28.0,2.0,940.0,2.0,1038.0,1.0,4.0,36.15,145.0,90.55
215,29.0,1995/96,28.0,1.0,864.0,0.0,858.0,0.0,5.0,30.85,134.0,100.69
216,29.0,1995/96,27.0,0.0,481.0,0.0,461.0,6.0,3.0,17.81,77.0,104.33
217,29.0,1995/96,26.0,1.0,647.0,8.0,1053.0,4.0,3.0,35.94,100.0,61.44
218,29.0,1996/97,28.0,1.0,990.0,3.0,1311.0,1.0,7.0,39.6,117.0,75.51
219,29.0,2000/01,27.0,1.0,842.0,5.0,978.0,1.0,6.0,38.27,104.0,86.09
220,29.0,2006/07,9.0,0.0,60.0,4.0,71.0,2.0,0.0,12.0,21.0,84.5
221,29.0,2006/07,27.0,0.0,744.0,5.0,915.0,1.0,4.0,33.81,87.0,81.31
222,29.0,2006/07,8.0,0.0,11.0,6.0,23.0,1.0,0.0,5.5,5.0,47.82
223,28.0,1995/96,27.0,0.0,871.0,0.0,1337.0,1.0,6.0,32.25,87.0,65.14
224,28.0,1996/97,25.0,1.0,526.0,0.0,440.0,2.0,3.0,21.04,102.0,119.54
225,28.0,2000/01,24.0,0.0,478.0,7.0,710.0,1.0,2.0,28.11,56.0,67.32
226,28.0,2002/03,23.0,0.0,485.0,6.0,780.0,2.0,3.0,28.52,60.0,62.17
227,28.0,2002/03,26.0,4.0,913.0,4.0,1123.0,3.0,3.0,41.5,117.0,81.3
228,28.0,2002/03,22.0,0.0,195.0,7.0,327.0,2.0,0.0,13.0,28.0,59.63
229,28.0,2005/06,27.0,0.0,730.0,4.0,854.0,1.0,4.0,31.73,82.0,85.48
230,28.0,2006/07,26.0,3.0,1185.0,3.0,1330.0,1.0,10.0,51.52,113.0,89.09
231,28.0,2006/07,19.0,0.0,241.0,5.0,309.0,1.0,1.0,17.21,79.0,77.99
232,27.0,1992/93,20.0,0.0,227.0,5.0,336.0,2.0,0.0,15.13,39.0,67.55
233,27.0,1992/93,16.0,0.0,145.0,6.0,180.0,3.0,0.0,14.5,37.0,80.55
234,27.0,1992/93,24.0,0.0,314.0,3.0,383.0,4.0,0.0,14.95,39.0,81.98
235,27.0,1995/96,18.0,0.0,233.0,7.0,376.0,0.0,1.0,21.18,51.0,61.96
236,27.0,1995/96,23.0,1.0,721.0,4.0,1197.0,2.0,6.0,37.94,101.0,60.23
237,27.0,1996/97,23.0,0.0,792.0,8.0,985.0,1.0,7.0,52.8,87.0,80.4
238,27.0,2000/01,27.0,1.0,997.0,2.0,1229.0,1.0,8.0,39.88,120.0,81.12
239,27.0,2000/01,23.0,0.0,516.0,8.0,590.0,0.0,2.0,34.4,79.0,87.45
240,27.0,2001/02,19.0,0.0,437.0,7.0,455.0,1.0,4.0,36.41,58.0,96.04
241,27.0,2001/02,17.0,0.0,194.0,6.0,199.0,3.0,1.0,17.63,69.0,97.48
242,27.0,2001/02,23.0,1.0,873.0,8.0,932.0,2.0,8.0,58.2,107.0,93.66
243,27.0,2002/03,24.0,0.0,477.0,3.0,691.0,3.0,3.0,22.71,77.0,69.03
244,27.0,2005/06,26.0,0.0,764.0,1.0,937.0,1.0,8.0,30.56,86.0,81.53
245,27.0,2006/07,26.0,2.0,853.0,2.0,1126.0,3.0,6.0,35.54,106.0,75.75
246,26.0,1991/92,25.0,0.0,354.0,7.0,446.0,1.0,0.0,19.66,42.0,79.37
247,26.0,1991/92,16.0,0.0,110.0,5.0,179.0,2.0,0.0,10.0,19.0,61.45
248,26.0,1991/92,25.0,2.0,677.0,3.0,1117.0,0.0,3.0,30.77,122.0,60.6
249,26.0,1991/92,25.0,0.0,885.0,4.0,1193.0,1.0,9.0,42.14,84.0,74.18
250,26.0,1992/93,26.0,1.0,739.0,1.0,1262.0,3.0,5.0,29.56,109.0,58.55
251,26.0,1996/97,25.0,2.0,1142.0,4.0,1568.0,2.0,9.0,54.38,124.0,72.83
252,26.0,1996/97,3.0,0.0,6.0,0.0,10.0,2.0,0.0,2.0,6.0,60.0
253,26.0,1996/97,24.0,1.0,753.0,7.0,885.0,1.0,5.0,44.29,121.0,85.08
254,26.0,1996/97,15.0,0.0,123.0,7.0,172.0,1.0,0.0,15.37,43.0,71.51
255,26.0,1996/97,23.0,0.0,286.0,3.0,327.0,2.0,2.0,14.3,66.0,87.46
256,26.0,1999/00,26.0,1.0,886.0,2.0,1376.0,0.0,5.0,36.91,153.0,64.38
257,26.0,1999/00,22.0,0.0,482.0,4.0,700.0,0.0,2.0,26.77,51.0,68.85
258,26.0,2000/01,22.0,0.0,664.0,5.0,863.0,2.0,6.0,39.05,78.0,76.94
259,26.0,2000/01,26.0,4.0,1132.0,2.0,1483.0,1.0,4.0,47.16,124.0,76.33
260,26.0,2000/01,26.0,1.0,893.0,2.0,1352.0,2.0,5.0,37.2,119.0,66.05
261,26.0,2000/01,24.0,3.0,927.0,3.0,1160.0,0.0,3.0,44.14,128.0,79.91
262,26.0,2000/01,10.0,0.0,39.0,4.0,53.0,2.0,0.0,6.5,13.0,73.58
263,26.0,2000/01,26.0,0.0,446.0,2.0,712.0,1.0,0.0,18.58,36.0,62.64
264,26.0,2001/02,26.0,1.0,853.0,0.0,1013.0,3.0,3.0,32.8,125.0,84.2
265,26.0,2005/06,13.0,0.0,69.0,3.0,91.0,2.0,0.0,6.9,27.0,75.82
266,26.0,2006/07,18.0,1.0,609.0,2.0,532.0,2.0,4.0,38.06,147.0,114.47
267,26.0,2006/07,26.0,3.0,1058.0,5.0,1515.0,1.0,8.0,50.38,149.0,69.83
268,26.0,2006/07,25.0,0.0,730.0,2.0,1005.0,1.0,5.0,31.73,83.0,72.63
269,26.0,2006/07,26.0,1.0,805.0,1.0,843.0,1.0,5.0,32.2,149.0,95.49
