,Matches,Season,Innings,Hundreds,TotalRuns,NotOuts,BallsFaced,DuckedOut,FiftyRuns,BattingAvg,HighestScore,StrikeRate
2811,10.0,1997/98,10.0,0.0,253.0,1.0,386.0,0.0,2.0,28.11,76.0,65.54
2812,10.0,1998,6.0,0.0,106.0,3.0,152.0,0.0,1.0,35.33,50.0,69.73
2813,10.0,1998/99,4.0,0.0,10.0,2.0,26.0,1.0,0.0,5.0,7.0,38.46
2814,10.0,1998/99,7.0,0.0,75.0,0.0,97.0,0.0,0.0,10.71,23.0,77.31
2815,10.0,1998/99,9.0,0.0,193.0,3.0,251.0,1.0,1.0,32.16,69.0,76.89
2816,10.0,1998/99,6.0,0.0,133.0,0.0,118.0,0.0,1.0,22.16,53.0,112.71
2817,10.0,1998/99,4.0,0.0,12.0,2.0,22.0,1.0,0.0,6.0,7.0,54.54
2819,10.0,1998/99,10.0,1.0,314.0,1.0,421.0,0.0,1.0,34.88,125.0,74.58
2820,10.0,1998/99,10.0,0.0,293.0,0.0,461.0,2.0,2.0,29.3,93.0,63.55
2821,10.0,1998/99,10.0,0.0,227.0,0.0,312.0,0.0,1.0,22.7,73.0,72.75
2822,10.0,1998/99,6.0,0.0,35.0,2.0,41.0,1.0,0.0,8.75,17.0,85.36
2823,10.0,1999,10.0,0.0,308.0,1.0,505.0,0.0,4.0,34.22,71.0,60.99
2824,10.0,1999,10.0,0.0,254.0,1.0,400.0,1.0,1.0,28.22,80.0,63.5
2825,10.0,1999,10.0,0.0,338.0,2.0,433.0,2.0,3.0,42.25,89.0,78.06
2826,10.0,1999,10.0,0.0,202.0,0.0,412.0,0.0,0.0,20.2,45.0,49.02
2827,10.0,1999,10.0,0.0,206.0,0.0,328.0,0.0,1.0,20.6,57.0,62.8
2828,10.0,1999,10.0,0.0,251.0,1.0,300.0,0.0,2.0,27.88,71.0,83.66
2829,10.0,1999,10.0,1.0,378.0,1.0,510.0,0.0,3.0,42.0,132.0,74.11
2830,10.0,1999,9.0,0.0,235.0,2.0,325.0,0.0,2.0,33.57,95.0,72.3
2831,10.0,1999,7.0,0.0,137.0,5.0,117.0,1.0,1.0,68.5,56.0,117.09
2832,10.0,1999,6.0,0.0,23.0,3.0,23.0,0.0,0.0,7.66,12.0,100.0
2833,10.0,1999,4.0,0.0,4.0,4.0,15.0,0.0,0.0,0.0,2.0,26.66
2834,10.0,1999/00,9.0,0.0,103.0,0.0,200.0,2.0,0.0,11.44,27.0,51.5
2835,10.0,1999/00,10.0,0.0,263.0,0.0,355.0,3.0,3.0,26.3,85.0,74.08
2836,10.0,1999/00,8.0,0.0,62.0,2.0,170.0,2.0,0.0,10.33,23.0,36.47
2837,10.0,1999/00,8.0,0.0,48.0,3.0,94.0,1.0,0.0,9.6,34.0,51.06
2838,10.0,2000,7.0,0.0,122.0,2.0,136.0,0.0,1.0,24.4,54.0,89.7
2839,10.0,2000,10.0,0.0,175.0,3.0,264.0,2.0,0.0,25.0,38.0,66.28
2840,10.0,2000,10.0,0.0,299.0,1.0,497.0,1.0,3.0,33.22,95.0,60.16
2841,10.0,2000,7.0,0.0,73.0,4.0,93.0,0.0,1.0,24.33,50.0,78.49
2842,10.0,2000,5.0,0.0,15.0,1.0,38.0,1.0,0.0,3.75,6.0,39.47
2843,10.0,2000,9.0,0.0,195.0,2.0,313.0,1.0,1.0,27.85,83.0,62.3
2844,10.0,2000,10.0,0.0,194.0,1.0,392.0,0.0,1.0,21.55,59.0,49.48
2845,10.0,2000/01,10.0,0.0,176.0,2.0,299.0,0.0,0.0,22.0,44.0,58.86
2846,10.0,2000/01,7.0,0.0,98.0,2.0,163.0,0.0,0.0,19.6,32.0,60.12
2847,10.0,2000/01,2.0,0.0,12.0,1.0,31.0,1.0,0.0,12.0,12.0,38.7
2848,10.0,2000/01,4.0,0.0,29.0,2.0,25.0,0.0,0.0,14.5,14.0,116.0
2849,10.0,2000/01,10.0,0.0,172.0,0.0,231.0,2.0,0.0,17.2,40.0,74.45
2850,10.0,2000/01,10.0,0.0,331.0,3.0,572.0,0.0,1.0,47.28,68.0,57.86
2851,10.0,2000/01,6.0,0.0,122.0,0.0,128.0,0.0,1.0,20.33,50.0,95.31
2852,10.0,2000/01,10.0,0.0,106.0,1.0,199.0,1.0,0.0,11.77,33.0,53.26
2853,10.0,2000/01,2.0,0.0,2.0,1.0,7.0,0.0,0.0,2.0,1.0,28.57
2854,10.0,2000/01,10.0,2.0,447.0,1.0,631.0,0.0,2.0,49.66,118.0,70.83
2855,10.0,2000/01,9.0,0.0,154.0,0.0,267.0,1.0,0.0,17.11,35.0,57.67
2856,10.0,2000/01,6.0,0.0,54.0,2.0,67.0,1.0,0.0,13.5,17.0,80.59
2857,10.0,2000/01,6.0,0.0,57.0,0.0,71.0,2.0,0.0,9.5,34.0,80.28
2858,10.0,2001,10.0,0.0,161.0,3.0,300.0,1.0,1.0,23.0,52.0,53.66
2859,10.0,2001,3.0,0.0,6.0,2.0,26.0,0.0,0.0,6.0,2.0,23.07
2860,10.0,2001,7.0,0.0,166.0,1.0,206.0,0.0,1.0,27.66,67.0,80.58
2861,10.0,2001/02,9.0,0.0,139.0,4.0,121.0,0.0,0.0,27.8,28.0,114.87
2862,10.0,2001/02,7.0,0.0,85.0,2.0,102.0,0.0,0.0,17.0,19.0,83.33
2863,10.0,2001/02,8.0,0.0,63.0,2.0,113.0,1.0,0.0,10.5,23.0,55.75
2864,10.0,2001/02,10.0,0.0,321.0,0.0,455.0,0.0,3.0,32.1,90.0,70.54
2865,10.0,2001/02,10.0,0.0,250.0,0.0,357.0,0.0,2.0,25.0,75.0,70.02
2866,10.0,2001/02,6.0,0.0,33.0,1.0,100.0,0.0,0.0,6.6,15.0,33.0
2867,10.0,2001/02,9.0,0.0,109.0,3.0,170.0,1.0,0.0,18.16,36.0,64.11
2868,10.0,2001/02,8.0,0.0,114.0,5.0,111.0,0.0,0.0,38.0,36.0,102.7
2869,10.0,2001/02,6.0,0.0,33.0,3.0,28.0,2.0,0.0,11.0,19.0,117.85
2870,10.0,2002,10.0,0.0,285.0,0.0,390.0,1.0,2.0,28.5,60.0,73.07
2871,10.0,2002,7.0,0.0,203.0,3.0,222.0,0.0,1.0,50.75,87.0,91.44
2872,10.0,2002,5.0,0.0,17.0,1.0,33.0,1.0,0.0,4.25,7.0,51.51
2873,10.0,2002,10.0,1.0,443.0,1.0,612.0,0.0,3.0,49.22,125.0,72.38
2874,10.0,2002,10.0,0.0,177.0,0.0,262.0,2.0,1.0,17.7,70.0,67.55
2875,10.0,2002,10.0,0.0,282.0,0.0,304.0,2.0,1.0,28.2,71.0,92.76
2876,10.0,2002,9.0,0.0,265.0,2.0,305.0,0.0,2.0,37.85,69.0,86.88
2877,10.0,2002/03,7.0,0.0,117.0,1.0,146.0,2.0,1.0,19.5,95.0,80.13
2878,10.0,2002/03,10.0,0.0,156.0,0.0,231.0,2.0,1.0,15.6,75.0,67.53
2879,10.0,2002/03,4.0,0.0,14.0,0.0,33.0,0.0,0.0,3.5,7.0,42.42
2880,10.0,2002/03,9.0,0.0,234.0,1.0,436.0,2.0,2.0,29.25,78.0,53.66
2881,10.0,2002/03,6.0,0.0,25.0,0.0,42.0,1.0,0.0,4.16,11.0,59.52
2882,10.0,2003,4.0,0.0,13.0,1.0,29.0,1.0,0.0,4.33,8.0,44.82
2883,10.0,2003,10.0,0.0,279.0,3.0,320.0,0.0,2.0,39.85,54.0,87.18
2884,10.0,2003,10.0,0.0,390.0,0.0,566.0,1.0,3.0,39.0,94.0,68.9
2886,10.0,2003,5.0,0.0,111.0,1.0,105.0,1.0,1.0,27.75,56.0,105.71
2887,10.0,2003,10.0,1.0,436.0,2.0,547.0,0.0,3.0,54.5,116.0,79.7
2888,10.0,2003,9.0,0.0,143.0,2.0,291.0,1.0,1.0,20.42,52.0,49.14
2889,10.0,2003,7.0,0.0,36.0,4.0,66.0,2.0,0.0,12.0,11.0,54.54
2890,10.0,2003,9.0,1.0,330.0,2.0,435.0,0.0,2.0,47.14,101.0,75.86
2891,10.0,2003,9.0,0.0,154.0,3.0,160.0,0.0,0.0,25.66,37.0,96.25
2892,10.0,2003,6.0,0.0,84.0,3.0,122.0,0.0,0.0,28.0,30.0,68.85
2893,10.0,2003,9.0,0.0,244.0,2.0,269.0,1.0,1.0,34.85,56.0,90.7
2894,10.0,2003,9.0,0.0,210.0,1.0,286.0,0.0,1.0,26.25,50.0,73.42
2895,10.0,2003,10.0,1.0,266.0,1.0,321.0,0.0,1.0,29.55,106.0,82.86
2896,10.0,2003,9.0,0.0,282.0,1.0,372.0,1.0,2.0,35.25,77.0,75.8
2897,10.0,2003,10.0,2.0,443.0,2.0,523.0,1.0,2.0,55.37,114.0,84.7
2898,10.0,2003/04,9.0,1.0,304.0,0.0,442.0,1.0,1.0,33.77,109.0,68.77
2899,10.0,2003/04,10.0,0.0,138.0,1.0,249.0,2.0,0.0,15.33,45.0,55.42
2900,10.0,2003/04,9.0,0.0,259.0,0.0,389.0,1.0,2.0,28.77,94.0,66.58
2901,10.0,2003/04,9.0,0.0,202.0,1.0,317.0,1.0,1.0,25.25,55.0,63.72
2902,10.0,2003/04,7.0,0.0,112.0,3.0,136.0,0.0,0.0,28.0,41.0,82.35
2903,10.0,2003/04,4.0,0.0,25.0,1.0,47.0,0.0,0.0,8.33,12.0,53.19
2904,10.0,2003/04,7.0,0.0,154.0,0.0,140.0,0.0,0.0,22.0,44.0,110.0
2905,10.0,2003/04,10.0,0.0,200.0,2.0,286.0,1.0,2.0,25.0,66.0,69.93
2906,10.0,2003/04,10.0,0.0,246.0,0.0,349.0,0.0,0.0,24.6,46.0,70.48
2907,10.0,2004,9.0,0.0,182.0,1.0,346.0,1.0,1.0,22.75,54.0,52.6
2908,10.0,2004,9.0,0.0,217.0,1.0,322.0,0.0,1.0,27.12,79.0,67.39
2909,10.0,2004,10.0,0.0,131.0,0.0,254.0,0.0,0.0,13.1,37.0,51.57
2910,10.0,2004,10.0,0.0,156.0,0.0,299.0,2.0,1.0,15.6,66.0,52.17
2911,10.0,2004,10.0,0.0,98.0,0.0,233.0,2.0,0.0,9.8,23.0,42.06
2912,10.0,2004,5.0,0.0,5.0,3.0,10.0,0.0,0.0,2.5,2.0,50.0
2913,10.0,2004,8.0,0.0,108.0,1.0,142.0,0.0,1.0,15.42,62.0,76.05
2914,10.0,2004,10.0,0.0,310.0,1.0,502.0,1.0,2.0,34.44,96.0,61.75
2915,10.0,2004,10.0,0.0,262.0,0.0,477.0,1.0,3.0,26.2,74.0,54.92
2916,10.0,2004,10.0,1.0,334.0,0.0,534.0,0.0,0.0,33.4,102.0,62.54
2917,10.0,2004/05,10.0,0.0,302.0,0.0,504.0,0.0,2.0,30.2,70.0,59.92
2918,10.0,2004/05,9.0,0.0,203.0,2.0,205.0,1.0,0.0,29.0,49.0,99.02
2919,10.0,2004/05,10.0,1.0,512.0,1.0,638.0,0.0,5.0,56.88,104.0,80.25
2920,10.0,2004/05,10.0,2.0,492.0,0.0,577.0,1.0,3.0,49.2,118.0,85.26
2921,10.0,2004/05,5.0,0.0,82.0,1.0,101.0,0.0,0.0,20.5,41.0,81.18
2922,10.0,2004/05,4.0,0.0,51.0,2.0,49.0,1.0,0.0,25.5,44.0,104.08
2923,10.0,2004/05,3.0,0.0,13.0,3.0,25.0,0.0,0.0,0.0,9.0,52.0
2924,10.0,2004/05,10.0,0.0,265.0,1.0,401.0,1.0,1.0,29.44,65.0,66.08
2925,10.0,2004/05,4.0,0.0,32.0,4.0,50.0,0.0,0.0,0.0,19.0,64.0
2926,10.0,2004/05,10.0,0.0,298.0,2.0,356.0,1.0,2.0,37.25,80.0,83.7
2927,10.0,2004/05,10.0,0.0,345.0,2.0,296.0,1.0,4.0,43.12,80.0,116.55
2928,10.0,2004/05,8.0,0.0,64.0,4.0,69.0,1.0,0.0,16.0,27.0,92.75
2929,10.0,2004/05,10.0,0.0,227.0,0.0,409.0,1.0,2.0,22.7,58.0,55.5
2930,10.0,2004/05,10.0,0.0,254.0,4.0,331.0,1.0,1.0,42.33,62.0,76.73
2931,10.0,2004/05,10.0,0.0,253.0,0.0,420.0,2.0,2.0,25.3,82.0,60.23
2932,10.0,2004/05,10.0,1.0,407.0,0.0,370.0,1.0,3.0,40.7,108.0,110.0
2933,10.0,2004/05,10.0,0.0,370.0,4.0,531.0,1.0,4.0,61.66,90.0,69.67
2934,10.0,2004/05,10.0,0.0,270.0,1.0,251.0,0.0,2.0,30.0,78.0,107.56
2935,10.0,2005,7.0,1.0,230.0,2.0,314.0,1.0,1.0,46.0,112.0,73.24
2936,10.0,2005,10.0,0.0,245.0,4.0,226.0,0.0,2.0,40.83,67.0,108.4
2937,10.0,2005,10.0,0.0,249.0,1.0,400.0,2.0,3.0,27.66,69.0,62.25
2938,10.0,2005,7.0,0.0,202.0,0.0,269.0,0.0,1.0,28.85,87.0,75.09
2939,10.0,2005,10.0,1.0,393.0,2.0,383.0,1.0,1.0,49.12,121.0,102.61
2940,10.0,2005,3.0,0.0,15.0,0.0,21.0,1.0,0.0,5.0,14.0,71.42
2941,10.0,2005,6.0,0.0,273.0,3.0,289.0,0.0,2.0,91.0,84.0,94.46
2942,10.0,2005,9.0,0.0,355.0,3.0,416.0,0.0,4.0,59.16,94.0,85.33
2943,10.0,2005,7.0,0.0,126.0,2.0,184.0,0.0,1.0,25.2,71.0,68.47
2944,10.0,2005,10.0,1.0,457.0,3.0,627.0,0.0,3.0,65.28,102.0,72.88
2945,10.0,2005,9.0,0.0,307.0,3.0,459.0,1.0,2.0,51.16,77.0,66.88
2946,10.0,2005,6.0,0.0,228.0,1.0,236.0,0.0,2.0,45.6,91.0,96.61
2947,10.0,2005,9.0,1.0,303.0,0.0,399.0,1.0,1.0,33.66,111.0,75.93
2948,10.0,2005,10.0,0.0,212.0,0.0,213.0,2.0,1.0,21.2,68.0,99.53
2949,10.0,2005,10.0,1.0,466.0,1.0,530.0,0.0,2.0,51.77,152.0,87.92
2950,10.0,2005,10.0,2.0,379.0,3.0,443.0,2.0,1.0,54.14,104.0,85.55
2951,10.0,2005/06,10.0,0.0,238.0,0.0,303.0,0.0,1.0,23.8,68.0,78.54
2952,10.0,2005/06,8.0,0.0,284.0,1.0,479.0,1.0,3.0,40.57,70.0,59.29
2953,10.0,2005/06,9.0,0.0,192.0,0.0,289.0,1.0,1.0,21.33,53.0,66.43
2954,10.0,2005/06,10.0,0.0,153.0,0.0,184.0,1.0,1.0,15.3,50.0,83.15
2955,10.0,2005/06,8.0,0.0,135.0,2.0,216.0,1.0,0.0,22.5,39.0,62.5
2956,10.0,2005/06,7.0,0.0,89.0,1.0,72.0,0.0,0.0,14.83,44.0,123.61
2957,10.0,2005/06,7.0,0.0,105.0,0.0,119.0,2.0,0.0,15.0,36.0,88.23
2958,10.0,2005/06,9.0,0.0,136.0,1.0,195.0,1.0,1.0,17.0,56.0,69.74
2959,10.0,2005/06,10.0,0.0,242.0,0.0,344.0,3.0,2.0,24.2,91.0,70.34
2960,10.0,2006,10.0,1.0,452.0,1.0,618.0,1.0,2.0,50.22,123.0,73.13
2961,10.0,2006,9.0,0.0,99.0,3.0,126.0,1.0,0.0,16.5,33.0,78.57
2962,10.0,2006/07,5.0,0.0,26.0,3.0,35.0,0.0,0.0,13.0,15.0,74.28
2963,10.0,2006/07,9.0,0.0,509.0,1.0,708.0,0.0,6.0,63.62,98.0,71.89
2964,10.0,2006/07,8.0,0.0,67.0,5.0,109.0,0.0,0.0,22.33,32.0,61.46
2965,10.0,2006/07,8.0,0.0,149.0,1.0,244.0,0.0,1.0,21.28,63.0,61.06
2966,10.0,2006/07,7.0,0.0,77.0,5.0,116.0,0.0,0.0,38.5,28.0,66.37
2967,10.0,2006/07,9.0,0.0,200.0,0.0,457.0,0.0,1.0,22.22,54.0,43.76
2968,10.0,2006/07,7.0,0.0,9.0,2.0,41.0,1.0,0.0,1.8,4.0,21.95
2969,10.0,2006/07,10.0,0.0,188.0,1.0,266.0,2.0,2.0,20.88,70.0,70.67
2970,10.0,2006/07,9.0,0.0,131.0,1.0,187.0,1.0,0.0,16.37,34.0,70.05
2971,10.0,2006/07,4.0,0.0,15.0,3.0,45.0,1.0,0.0,15.0,7.0,33.33
2972,10.0,2006/07,5.0,0.0,7.0,3.0,11.0,1.0,0.0,3.5,4.0,63.63
2973,10.0,2006/07,10.0,0.0,329.0,1.0,482.0,2.0,4.0,36.55,93.0,68.25
2974,10.0,2006/07,10.0,0.0,130.0,0.0,173.0,3.0,1.0,13.0,52.0,75.14
2975,10.0,2007,5.0,0.0,15.0,4.0,37.0,0.0,0.0,15.0,11.0,40.54
2976,10.0,2007,10.0,1.0,507.0,1.0,586.0,0.0,3.0,56.33,126.0,86.51
2977,10.0,2007,7.0,0.0,112.0,3.0,148.0,1.0,0.0,28.0,45.0,75.67
2978,10.0,2007,9.0,0.0,324.0,2.0,342.0,0.0,2.0,46.28,91.0,94.73
2979,10.0,2007,10.0,1.0,336.0,1.0,367.0,1.0,2.0,37.33,107.0,91.55
2980,10.0,2007,10.0,1.0,405.0,2.0,527.0,1.0,3.0,50.62,101.0,76.85
2981,10.0,2007,10.0,0.0,251.0,2.0,334.0,2.0,2.0,31.37,71.0,75.14
2982,10.0,2007,10.0,0.0,229.0,0.0,304.0,1.0,1.0,22.9,52.0,75.32
2983,10.0,2007,4.0,0.0,13.0,2.0,27.0,2.0,0.0,6.5,12.0,48.14
2984,10.0,2007/08,4.0,0.0,7.0,1.0,30.0,1.0,0.0,2.33,3.0,23.33
2985,10.0,2007/08,10.0,0.0,215.0,0.0,309.0,2.0,1.0,21.5,73.0,69.57
2986,10.0,2007/08,7.0,0.0,82.0,4.0,133.0,0.0,0.0,27.33,23.0,61.65
2987,10.0,2007/08,10.0,0.0,236.0,2.0,270.0,1.0,2.0,29.5,70.0,87.4
2988,10.0,2007/08,10.0,0.0,339.0,0.0,546.0,1.0,3.0,33.9,80.0,62.08
2989,10.0,2007/08,7.0,0.0,221.0,0.0,345.0,1.0,2.0,31.57,95.0,64.05
2990,10.0,2007/08,10.0,0.0,233.0,0.0,252.0,0.0,1.0,23.3,83.0,92.46
2991,10.0,2007/08,3.0,0.0,43.0,3.0,21.0,0.0,0.0,0.0,30.0,204.76
2992,10.0,2007/08,10.0,0.0,277.0,1.0,383.0,0.0,2.0,30.77,63.0,72.32
2993,10.0,2007/08,3.0,0.0,1.0,0.0,3.0,2.0,0.0,0.33,1.0,33.33
2994,10.0,2007/08,7.0,0.0,50.0,2.0,63.0,1.0,0.0,10.0,16.0,79.36
2995,10.0,2007/08,10.0,0.0,193.0,1.0,305.0,1.0,1.0,21.44,82.0,63.27
2996,10.0,2007/08,6.0,0.0,16.0,2.0,52.0,1.0,0.0,4.0,7.0,30.76
2997,10.0,2007/08,5.0,0.0,57.0,2.0,37.0,0.0,0.0,19.0,43.0,154.05
2998,10.0,2008,8.0,0.0,99.0,3.0,156.0,0.0,0.0,19.8,26.0,63.46
2999,10.0,2008,10.0,1.0,206.0,0.0,233.0,2.0,0.0,20.6,115.0,88.41
3000,10.0,2008,9.0,0.0,178.0,0.0,235.0,0.0,1.0,19.77,56.0,75.74
3001,10.0,2008,10.0,2.0,475.0,0.0,426.0,0.0,2.0,47.5,130.0,111.5
3002,10.0,2008,5.0,0.0,16.0,3.0,25.0,0.0,0.0,8.0,6.0,64.0
3003,10.0,2008,9.0,0.0,74.0,3.0,130.0,1.0,0.0,12.33,34.0,56.92
3004,10.0,2008,7.0,0.0,54.0,4.0,51.0,1.0,0.0,18.0,15.0,105.88
3005,10.0,2008,10.0,1.0,268.0,1.0,393.0,0.0,1.0,29.77,109.0,68.19
3006,10.0,2008,10.0,0.0,270.0,0.0,373.0,2.0,2.0,27.0,63.0,72.38
3007,10.0,2008,9.0,0.0,244.0,1.0,242.0,0.0,1.0,30.5,54.0,100.82
3008,10.0,2008/09,10.0,1.0,466.0,1.0,527.0,0.0,3.0,51.77,140.0,88.42
3009,10.0,2008/09,10.0,0.0,288.0,1.0,356.0,0.0,2.0,32.0,60.0,80.89
3010,10.0,2008/09,7.0,0.0,59.0,1.0,54.0,2.0,0.0,9.83,26.0,109.25
3011,10.0,2008/09,9.0,0.0,195.0,1.0,243.0,0.0,1.0,24.37,69.0,80.24
3012,10.0,2008/09,5.0,0.0,19.0,2.0,45.0,1.0,0.0,6.33,13.0,42.22
3013,10.0,2008/09,2.0,0.0,9.0,0.0,15.0,0.0,0.0,4.5,8.0,60.0
3014,10.0,2008/09,9.0,0.0,16.0,3.0,60.0,4.0,0.0,2.66,10.0,26.66
3015,10.0,2008/09,9.0,1.0,305.0,1.0,352.0,0.0,1.0,38.12,111.0,86.64
3016,10.0,2008/09,9.0,0.0,121.0,4.0,176.0,0.0,0.0,24.2,38.0,68.75
3017,10.0,2008/09,5.0,0.0,1.0,4.0,12.0,0.0,0.0,1.0,1.0,8.33
3018,10.0,2008/09,8.0,0.0,90.0,2.0,109.0,0.0,0.0,15.0,28.0,82.56
3019,10.0,2008/09,9.0,0.0,343.0,1.0,397.0,1.0,4.0,42.87,72.0,86.39
3020,10.0,2008/09,2.0,0.0,7.0,0.0,13.0,0.0,0.0,3.5,4.0,53.84
3021,10.0,2008/09,10.0,0.0,245.0,2.0,382.0,0.0,2.0,30.62,63.0,64.13
3022,10.0,2009,10.0,0.0,259.0,0.0,385.0,1.0,0.0,25.9,49.0,67.27
3023,10.0,2009,2.0,0.0,4.0,1.0,15.0,0.0,0.0,4.0,3.0,26.66
3024,10.0,2009,7.0,0.0,189.0,2.0,207.0,0.0,0.0,37.8,48.0,91.3
3025,10.0,2009,10.0,1.0,327.0,1.0,382.0,1.0,1.0,36.33,116.0,85.6
3026,10.0,2009,10.0,0.0,305.0,3.0,349.0,0.0,3.0,43.57,84.0,87.39
3027,10.0,2009,10.0,0.0,239.0,0.0,329.0,1.0,1.0,23.9,87.0,72.64
3028,10.0,2009,5.0,0.0,16.0,2.0,29.0,2.0,0.0,5.33,16.0,55.17
3029,10.0,2009,10.0,0.0,294.0,0.0,377.0,0.0,1.0,29.4,75.0,77.98
3030,10.0,2009,9.0,0.0,184.0,1.0,166.0,0.0,0.0,23.0,41.0,110.84
3031,10.0,2009,10.0,0.0,317.0,0.0,476.0,1.0,2.0,31.7,89.0,66.59
3032,10.0,2009/10,10.0,0.0,344.0,1.0,459.0,0.0,2.0,38.22,80.0,74.94
3033,10.0,2009/10,10.0,1.0,513.0,2.0,601.0,0.0,3.0,64.12,105.0,85.35
3034,10.0,2009/10,9.0,0.0,128.0,4.0,190.0,0.0,0.0,25.6,33.0,67.36
3035,10.0,2009/10,10.0,0.0,328.0,1.0,329.0,1.0,3.0,36.44,88.0,99.69
3036,10.0,2009/10,10.0,1.0,382.0,0.0,549.0,0.0,2.0,38.2,101.0,69.58
3037,10.0,2009/10,10.0,1.0,424.0,1.0,466.0,0.0,3.0,47.11,108.0,90.98
3038,10.0,2009/10,2.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,2.0,33.33
3039,10.0,2009/10,10.0,0.0,329.0,0.0,462.0,0.0,2.0,32.9,87.0,71.21
3040,10.0,2009/10,10.0,1.0,381.0,4.0,419.0,1.0,2.0,63.5,110.0,90.93
3041,10.0,2009/10,9.0,0.0,257.0,0.0,270.0,0.0,1.0,28.55,62.0,95.18
3042,10.0,2009/10,4.0,0.0,39.0,0.0,43.0,0.0,0.0,9.75,18.0,90.69
3043,10.0,2009/10,10.0,0.0,228.0,2.0,399.0,1.0,0.0,28.5,43.0,57.14
3044,10.0,2009/10,7.0,0.0,13.0,2.0,31.0,1.0,0.0,2.6,4.0,41.93
3045,10.0,2009/10,10.0,2.0,457.0,1.0,508.0,3.0,2.0,50.77,118.0,89.96
3046,10.0,2009/10,6.0,0.0,123.0,1.0,124.0,0.0,0.0,24.6,48.0,99.19
3047,10.0,2010,10.0,0.0,241.0,0.0,330.0,1.0,2.0,24.1,84.0,73.03
3048,10.0,2010,9.0,0.0,103.0,1.0,189.0,1.0,0.0,12.87,47.0,54.49
3049,10.0,2010,10.0,1.0,589.0,1.0,826.0,0.0,5.0,65.44,101.0,71.3
3050,10.0,2010,9.0,0.0,196.0,3.0,334.0,3.0,1.0,32.66,59.0,58.68
3051,10.0,2010,7.0,0.0,115.0,3.0,96.0,0.0,0.0,28.75,35.0,119.79
3052,10.0,2010,5.0,0.0,62.0,2.0,84.0,0.0,0.0,20.66,25.0,73.8
3053,10.0,2010,8.0,0.0,154.0,1.0,270.0,1.0,0.0,22.0,46.0,57.03
3054,10.0,2010,8.0,0.0,59.0,2.0,104.0,0.0,0.0,9.83,22.0,56.73
3055,10.0,2010,8.0,0.0,119.0,2.0,200.0,3.0,1.0,19.83,78.0,59.5
3056,10.0,2010,10.0,0.0,214.0,1.0,290.0,0.0,2.0,23.77,84.0,73.79
3057,10.0,2010,10.0,0.0,211.0,3.0,357.0,1.0,1.0,30.14,55.0,59.1
3058,10.0,2010/11,10.0,1.0,232.0,1.0,273.0,1.0,0.0,25.77,115.0,84.98
3059,10.0,2010/11,9.0,0.0,283.0,1.0,432.0,0.0,1.0,35.37,78.0,65.5
3060,10.0,2010/11,10.0,0.0,265.0,1.0,373.0,2.0,2.0,29.44,79.0,71.04
3061,10.0,2010/11,9.0,0.0,228.0,2.0,277.0,0.0,2.0,32.57,60.0,82.31
3062,10.0,2010/11,9.0,0.0,116.0,0.0,245.0,0.0,0.0,12.88,24.0,47.34
3063,10.0,2010/11,5.0,0.0,64.0,1.0,55.0,1.0,0.0,16.0,32.0,116.36
3064,10.0,2010/11,6.0,0.0,86.0,1.0,77.0,0.0,0.0,17.2,25.0,111.68
3065,10.0,2010/11,10.0,0.0,316.0,0.0,341.0,1.0,2.0,31.6,78.0,92.66
3066,10.0,2010/11,7.0,0.0,53.0,3.0,89.0,0.0,0.0,13.25,14.0,59.55
3067,10.0,2010/11,9.0,0.0,82.0,1.0,74.0,1.0,0.0,10.25,41.0,110.81
3068,10.0,2010/11,9.0,0.0,302.0,0.0,489.0,0.0,2.0,33.55,75.0,61.75
3069,10.0,2010/11,6.0,0.0,114.0,0.0,190.0,0.0,1.0,19.0,57.0,60.0
3070,10.0,2010/11,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
3071,10.0,2010/11,10.0,0.0,319.0,0.0,358.0,3.0,2.0,31.9,95.0,89.1
3072,10.0,2011,9.0,0.0,211.0,1.0,253.0,0.0,1.0,26.37,54.0,83.39
3073,10.0,2011,6.0,0.0,112.0,0.0,130.0,0.0,0.0,18.66,28.0,86.15
3074,10.0,2011,10.0,1.0,467.0,2.0,487.0,0.0,3.0,58.37,119.0,95.89
3075,10.0,2011,2.0,0.0,8.0,1.0,11.0,0.0,0.0,8.0,5.0,72.72
3076,10.0,2011,10.0,1.0,393.0,0.0,478.0,1.0,3.0,39.3,107.0,82.21
3077,10.0,2011,7.0,0.0,65.0,2.0,41.0,3.0,0.0,13.0,32.0,158.53
3078,10.0,2011,10.0,0.0,269.0,2.0,342.0,0.0,1.0,33.62,62.0,78.65
3079,10.0,2011,9.0,0.0,124.0,3.0,159.0,0.0,0.0,20.66,48.0,77.98
3080,10.0,2011,9.0,0.0,303.0,5.0,403.0,0.0,3.0,75.75,73.0,75.18
3081,10.0,2011,10.0,2.0,507.0,1.0,634.0,1.0,3.0,56.33,139.0,79.96
3082,10.0,2011,10.0,0.0,319.0,0.0,393.0,0.0,2.0,31.9,95.0,81.17
3083,10.0,2011,10.0,0.0,280.0,1.0,276.0,1.0,1.0,31.11,84.0,101.44
3084,10.0,2011,7.0,0.0,80.0,3.0,89.0,0.0,0.0,20.0,29.0,89.88
